sire,sprint,mile,intermediate,long
アイルハヴアナザーI'll Have Another(米),0.1862348178137652,0.19534883720930232,0.19316239316239317,0.0
アジアエクスプレス,0.23989569752281617,0.20869565217391303,0.21541950113378686,0.0
イスラボニータ,0.2517814726840855,0.15920398009950248,0.2454212454212454,0.0
エイシンフラッシュ,0.10985915492957747,0.15330188679245282,0.16944444444444445,0.0
エスポワールシチー,0.22433460076045628,0.2242798353909465,0.24271844660194175,0.0
エピファネイア,0.14785992217898833,0.16510903426791276,0.21852387843704776,0.0
オルフェーヴル,0.19273743016759776,0.1802168021680217,0.25026178010471206,0.2037037037037037
カレンブラックヒル,0.23505154639175257,0.21739130434782608,0.21575342465753425,0.0
キズナ,0.17784256559766765,0.2293193717277487,0.3326374391092554,0.2972972972972973
キングカメハメハ,0.19736842105263158,0.27289048473967686,0.2775061124694376,0.2857142857142857
キンシャサノキセキ,0.24684684684684685,0.20693069306930692,0.2409867172675522,0.0
クロフネ,0.14042553191489363,0.17067307692307693,0.23160173160173161,0.0
コパノリッキー,0.1869328493647913,0.183206106870229,0.1696969696969697,0.0
ゴールドアリュール,0.17962466487935658,0.20665499124343256,0.2159827213822894,0.0
サウスヴィグラス,0.23804573804573806,0.20059880239520958,0.11956521739130435,0.0
サトノアラジン,0.26171875,0.18181818181818182,0.22888283378746593,0.0
シニスターミニスターSinister Minister(米),0.23696145124716553,0.289031224979984,0.30365093499554763,0.0
ジャスタウェイ,0.1853146853146853,0.19583333333333333,0.21964097148891235,0.2857142857142857
スクリーンヒーロー,0.22713864306784662,0.25227272727272726,0.24691358024691357,0.0
ストロングリターン,0.2,0.1291139240506329,0.1605351170568562,0.0
スマートファルコン,0.18439716312056736,0.17721518987341772,0.1644295302013423,0.0
ダイワメジャー,0.18074324324324326,0.18846153846153846,0.18571428571428572,0.0
ダノンレジェンド,0.2647058823529412,0.2450199203187251,0.3295880149812734,0.0
ダンカークDunkirk(米),0.132890365448505,0.14385150812064965,0.2113144758735441,0.0
ディスクリートキャットDiscreet Cat(米),0.2583201267828843,0.23102310231023102,0.19004524886877827,0.0
ディープインパクト,0.2,0.1967654986522911,0.2128060263653484,0.3793103448275862
ディープブリランテ,0.1773049645390071,0.158311345646438,0.1282051282051282,0.0
デクラレーションオブウォー,0.2391304347826087,0.18518518518518517,0.20316622691292877,0.0
ドゥラメンテ,0.18098159509202455,0.24577373211963588,0.28837209302325584,0.34375
ドレフォンDrefong(米),0.27546628407460544,0.27300850734725446,0.2810969637610186,0.2916666666666667
ハーツクライ,0.23963133640552994,0.23202614379084968,0.24680432645034414,0.2698412698412698
ハービンジャーHarbinger(英),0.0967741935483871,0.17037037037037037,0.2095435684647303,0.13793103448275862
パイロPyro(米),0.22125181950509462,0.26346153846153847,0.275820170109356,0.0
フリオーソ,0.2,0.1396011396011396,0.14736842105263157,0.30303030303030304
ブラックタイド,0.18666666666666668,0.1934826883910387,0.21333333333333335,0.2
ヘニーヒューズHenny Hughes(米),0.28053435114503816,0.2773019271948608,0.2683643486777669,0.14285714285714285
ホッコータルマエ,0.21666666666666667,0.22388059701492538,0.24682539682539684,0.3076923076923077
マインドユアビスケッツMind Your Biscuits(米),0.11961722488038277,0.2504638218923933,0.19789473684210526,0.0
マクフィMakfi(英),0.1826086956521739,0.22748091603053436,0.1622222222222222,0.0
マジェスティックウォリアーMajestic Warrior(米),0.20084566596194503,0.22563176895306858,0.24097560975609755,0.32075471698113206
ミッキーアイル,0.2328125,0.2411504424778761,0.29554655870445345,0.0
メイショウボーラー,0.14396887159533073,0.1282798833819242,0.23371647509578544,0.0
モーリス,0.210752688172043,0.22508038585209003,0.2219730941704036,0.0
リアルインパクト,0.17901234567901234,0.18434343434343434,0.23969072164948454,0.0
リアルスティール,0.27555555555555555,0.26262626262626265,0.26636568848758463,0.0
リオンディーズ,0.24224806201550386,0.19655667144906744,0.23734729493891799,0.0
ルーラーシップ,0.22560975609756098,0.19695688926458157,0.2073509015256588,0.13253012048192772
ロードカナロア,0.2486732373009856,0.2468729427254773,0.20436280137772675,0.0
ワールドエース,0.10434782608695652,0.14040114613180515,0.19384615384615383,0.0
ヴィクトワールピサ,0.17197452229299362,0.1239193083573487,0.17117117117117117,0.0
