sire,total_runs,total_top3,top3_rate,win_rate,avg_distance,weighted_dist_sum,best_distance,best_dist_cat,win_return_pct,place_return_pct
ダノンプレミアム,122,24,0.19672131147540983,0.04918032786885246,1537.704918032787,35200,1467,mile,0.0,0.0
ノボジャック,120,23,0.19166666666666668,0.06666666666666667,1353.3333333333333,28950,1259,sprint,65.8,82.4
Frosted(米),119,41,0.3445378151260504,0.17647058823529413,1342.0168067226891,51600,1259,sprint,135.4,92.0
エポカドーロ,118,18,0.15254237288135594,0.025423728813559324,1619.0677966101696,32000,1778,mile,108.1,98.1
ベンバトルBenbatl(英),118,32,0.2711864406779661,0.09322033898305085,1590.677966101695,51600,1612,mile,0.0,0.0
ミュゼスルタン,118,14,0.11864406779661017,0.05084745762711865,1487.2881355932204,22900,1636,mile,115.6,82.6
ストリートセンスStreet Sense(米),118,19,0.16101694915254236,0.06779661016949153,1598.3050847457628,27400,1442,mile,96.8,60.8
タイセイレジェンド,117,27,0.23076923076923078,0.05982905982905983,1570.6837606837607,43050,1594,mile,71.6,96.5
Quality Road,117,36,0.3076923076923077,0.1282051282051282,1624.7863247863247,53250,1479,mile,84.5,81.3
オンファイア,114,17,0.14912280701754385,0.043859649122807015,1710.0877192982457,28000,1647,mile,77.8,60.0
シスキンSiskin(米),113,45,0.39823008849557523,0.1592920353982301,1630.9734513274336,74800,1662,mile,114.0,124.0
No Nay Never,113,35,0.30973451327433627,0.12389380530973451,1521.6814159292035,54900,1569,mile,136.4,83.1
マクマホンMac Mahon(伊),112,7,0.0625,0.026785714285714284,1870.5357142857142,15100,2157,intermediate,46.1,52.8
Siyouni,110,38,0.34545454545454546,0.13636363636363635,1510.909090909091,58800,1547,mile,90.9,95.0
Invincible Spirit(愛),109,34,0.3119266055045872,0.10091743119266056,1333.211009174312,43900,1291,sprint,57.7,76.4
トーセンブライト,109,19,0.1743119266055046,0.03669724770642202,1686.2385321100917,33000,1737,mile,77.4,77.9
ミスチヴィアスアレックスMischevious Alex(米),108,24,0.2222222222222222,0.08333333333333333,1383.7962962962963,33600,1400,mile,0.0,0.0
グランデッツァ,108,15,0.1388888888888889,0.046296296296296294,1490.7407407407406,23000,1533,mile,131.6,82.9
Pioneerof the Nile,107,30,0.2803738317757009,0.102803738317757,1635.981308411215,52300,1743,mile,85.5,84.7
バンドワゴン,106,25,0.2358490566037736,0.07547169811320754,1689.622641509434,41700,1668,mile,91.2,94.1
War Front,104,28,0.2692307692307692,0.1346153846153846,1468.6538461538462,42040,1501,mile,54.8,60.4
キャプテントゥーレ,101,7,0.06930693069306931,0.0297029702970297,1503.069306930693,9600,1371,sprint,41.8,35.5
ヴァンキッシュラン,101,20,0.19801980198019803,0.06930693069306931,1705.2475247524753,35550,1778,mile,140.0,135.3
Malibu Moon,100,28,0.28,0.13,1519.4,42000,1500,mile,111.7,77.6
スズカマンボ,98,22,0.22448979591836735,0.061224489795918366,1991.734693877551,55920,2542,long,21.9,97.5
Le Havre,97,21,0.21649484536082475,0.07216494845360824,1728.8659793814434,35400,1686,mile,60.0,74.7
サマーバードSummer Bird(米),95,12,0.12631578947368421,0.031578947368421054,1927.4736842105262,24570,2048,intermediate,131.3,53.9
インカンテーション,94,8,0.0851063829787234,0.02127659574468085,1511.7021276595744,11150,1394,sprint,18.6,28.6
Liam's Map,94,25,0.26595744680851063,0.11702127659574468,1581.3829787234042,37000,1480,mile,104.4,85.1
Distorted Humor(米),92,24,0.2608695652173913,0.07608695652173914,1480.9782608695652,36100,1504,mile,45.2,84.3
マテラスカイ,91,20,0.21978021978021978,0.06593406593406594,1308.7912087912089,24800,1240,sprint,0.0,0.0
New Approach,91,20,0.21978021978021978,0.07692307692307693,1508.2417582417581,28600,1430,mile,62.2,70.0
ホワイトマズルWhite Muzzle(英),90,18,0.2,0.03333333333333333,1982.5555555555557,32470,1804,intermediate,37.4,97.0
パレスマリス,89,38,0.42696629213483145,0.21348314606741572,1566.2921348314608,59100,1555,mile,82.4,103.2
インディチャンプ,87,25,0.28735632183908044,0.06896551724137931,1525.287356321839,39400,1576,mile,0.0,0.0
オウケンブルースリ,86,12,0.13953488372093023,0.05813953488372093,1935.1162790697674,21570,1798,mile,110.8,62.8
Carpe Diem,86,30,0.3488372093023256,0.06976744186046512,1445.3488372093022,42100,1403,mile,63.7,106.8
Iffraaj,85,27,0.3176470588235294,0.09411764705882353,1361.764705882353,36100,1337,sprint,34.9,68.7
スクワートルスクワートSquirtle Squirt(米),83,9,0.10843373493975904,0.07228915662650602,1306.0240963855422,11000,1222,sprint,109.5,70.5
トウケイヘイロー,83,14,0.1686746987951807,0.0963855421686747,1667.710843373494,22800,1629,mile,178.1,84.4
Mendelssohn,81,29,0.35802469135802467,0.14814814814814814,1589.5061728395062,47100,1624,mile,114.3,94.8
Gleneagles(愛),80,22,0.275,0.1,1619.5,36600,1664,mile,66.0,74.5
Constitution(米),80,26,0.325,0.1125,1739.25,45950,1767,mile,90.9,96.6
クリーンエコロジー,80,14,0.175,0.05,1337.75,16200,1157,sprint,46.4,96.8
Bernardini(米),77,18,0.23376623376623376,0.1038961038961039,1449.3506493506493,24600,1367,sprint,63.6,56.1
フィレンツェファイア,77,12,0.15584415584415584,0.05194805194805195,1426.6233766233765,16700,1392,sprint,0.0,0.0
ワイルドラッシュWild Rush(米),77,10,0.12987012987012986,0.012987012987012988,1657.012987012987,15300,1530,mile,57.2,65.8
Nathaniel(愛),76,7,0.09210526315789473,0.05263157894736842,1786.842105263158,12900,1843,intermediate,153.4,36.6
スノードラゴン,76,8,0.10526315789473684,0.02631578947368421,1245.3947368421052,9600,1200,sprint,123.1,79.4
ゴスホークケン,75,9,0.12,0.05333333333333334,1404.0,12600,1400,mile,111.5,71.5
オーヴァルエース,73,12,0.1643835616438356,0.0547945205479452,1368.4931506849316,15400,1283,sprint,57.4,67.0
カラヴァッジオ,72,18,0.25,0.1111111111111111,1448.611111111111,25100,1394,sprint,59.5,58.2
ナムラタイタン,71,14,0.19718309859154928,0.014084507042253521,1759.718309859155,25660,1833,intermediate,30.9,75.6
Dubawi,71,28,0.39436619718309857,0.14084507042253522,1667.605633802817,48100,1718,mile,99.6,111.4
コンデュイットConduit(愛),71,8,0.11267605633802817,0.014084507042253521,2395.3521126760565,21760,2720,long,42.9,87.6
More Than Ready,69,16,0.2318840579710145,0.10144927536231885,1581.0144927536232,24110,1507,mile,46.0,63.0
Shamardal(米),69,15,0.21739130434782608,0.08695652173913043,1486.9565217391305,21800,1453,mile,115.1,61.7
Point of Entry,68,24,0.35294117647058826,0.16176470588235295,1756.6176470588234,43200,1800,intermediate,105.1,92.0
サクラオリオン,68,3,0.04411764705882353,0.029411764705882353,1252.2058823529412,3400,1133,sprint,0.0,0.0
キセキ,67,6,0.08955223880597014,0.029850746268656716,1722.3880597014925,11200,1867,intermediate,0.0,0.0
Dawn Approach(愛),67,9,0.13432835820895522,0.04477611940298507,1555.8208955223881,12700,1411,mile,40.7,45.7
ヴァンゴッホ,66,6,0.09090909090909091,0.030303030303030304,1593.939393939394,10800,1800,intermediate,0.0,0.0
Union Rags,66,19,0.2878787878787879,0.12121212121212122,1695.4545454545455,31700,1668,mile,92.7,69.8
ファスリエフFasliyev(米),66,9,0.13636363636363635,0.015151515151515152,1748.030303030303,19830,2203,intermediate,7.6,84.4
ドリームバレンチノ,66,11,0.16666666666666666,0.045454545454545456,1490.1515151515152,18000,1636,mile,80.0,48.8
ショウナンバッハ,64,11,0.171875,0.03125,1650.0,17600,1600,mile,23.2,63.6
アドマイヤコジーン,64,14,0.21875,0.0625,1450.0,18600,1329,sprint,119.2,136.8
Maclean's Music,64,24,0.375,0.1875,1298.4375,33350,1390,sprint,143.1,88.5
Shalaa,64,19,0.296875,0.15625,1282.03125,23800,1253,sprint,58.1,66.7
レッドベルジュール,63,14,0.2222222222222222,0.06349206349206349,1604.7619047619048,20600,1471,mile,161.9,116.2
Ghostzapper,62,16,0.25806451612903225,0.12903225806451613,1477.4193548387098,23100,1444,mile,84.5,100.7
ペルーサ,61,2,0.03278688524590164,0.03278688524590164,1645.9016393442623,3400,1700,mile,133.5,46.5
ヤングマンパワー,61,20,0.32786885245901637,0.06557377049180328,1529.5081967213114,30100,1505,mile,16.9,74.5
サトノアレス,61,6,0.09836065573770492,0.0,1842.1311475409836,12370,2062,intermediate,0.0,43.8
シングンオペラ,61,4,0.06557377049180328,0.03278688524590164,2212.4590163934427,11110,2778,long,111.2,52.5
ゴールデンマンデラ,60,3,0.05,0.016666666666666666,1532.5,3600,1200,sprint,72.9,120.0
アロマカフェ,60,8,0.13333333333333333,0.05,1360.8333333333333,10400,1300,sprint,295.4,94.2
スペシャルウィーク,59,8,0.13559322033898305,0.03389830508474576,2037.9661016949153,21340,2668,long,57.0,75.6
ポエティックフレアPoetic Flare(愛),59,29,0.4915254237288136,0.15254237288135594,1632.2033898305085,48200,1662,mile,0.0,0.0
Midnight Lute,58,17,0.29310344827586204,0.06896551724137931,1892.9310344827586,37350,2197,intermediate,95.6,98.3
Collected,58,18,0.3103448275862069,0.06896551724137931,1667.5862068965516,31020,1723,mile,67.0,108.1
Nyquist(米),57,24,0.42105263157894735,0.14035087719298245,1670.1754385964912,39300,1638,mile,79.7,81.5
ブレイクランアウト,57,6,0.10526315789473684,0.05263157894736842,1965.9649122807018,11890,1982,intermediate,154.1,77.1
ブルドッグボス,57,8,0.14035087719298245,0.017543859649122806,1220.1754385964912,9150,1144,sprint,12.8,59.4
トーセンレーヴ,56,5,0.08928571428571429,0.03571428571428571,1771.4285714285713,9200,1840,intermediate,104.6,80.8
サングレーザー,56,8,0.14285714285714285,0.03571428571428571,1634.8214285714287,14000,1750,mile,0.0,51.4
City Zip(米),56,11,0.19642857142857142,0.03571428571428571,1513.75,15000,1364,sprint,20.7,77.8
ヒルノダムール,55,8,0.14545454545454545,0.05454545454545454,1696.3636363636363,13400,1675,mile,97.8,63.3
Khozan,54,20,0.37037037037037035,0.18518518518518517,1369.4444444444443,29400,1470,mile,218.9,125.0
カルストンライトオ,54,4,0.07407407407407407,0.037037037037037035,1206.4814814814815,4800,1200,sprint,58.9,18.9
Zoustar,54,16,0.2962962962962963,0.1111111111111111,1306.4814814814815,23400,1462,mile,68.1,91.1
Take Charge Indy(米),53,13,0.24528301886792453,0.1509433962264151,1670.377358490566,18060,1389,sprint,55.2,61.9
First Samurai,52,16,0.3076923076923077,0.09615384615384616,1232.6923076923076,19200,1200,sprint,59.0,84.3
ダノンキングリー,51,12,0.23529411764705882,0.058823529411764705,1590.1960784313726,18600,1550,mile,0.0,0.0
ウィルテイクチャージ,51,21,0.4117647058823529,0.1568627450980392,1794.1176470588234,37100,1767,mile,131.8,132.8
アッミラーレ,51,8,0.1568627450980392,0.058823529411764705,2005.8823529411766,13700,1712,mile,109.6,78.0
Exceed And Excel,50,14,0.28,0.12,1343.0,18950,1354,sprint,73.7,67.1
Pivotal,50,8,0.16,0.02,1380.0,10300,1288,sprint,0.0,78.3
アポロソニック,50,7,0.14,0.06,1808.8,14280,2040,intermediate,263.6,120.9
Fastnet Rock(豪),50,17,0.34,0.1,1386.0,22100,1300,sprint,42.1,65.0
ポアゾンブラック,50,8,0.16,0.08,1458.0,11850,1481,mile,227.9,101.2
クレスコグランド,49,8,0.16326530612244897,0.04081632653061224,1675.9183673469388,13200,1650,mile,140.6,116.2
エーシントップ,48,6,0.125,0.041666666666666664,1340.625,7700,1283,sprint,49.0,70.0
スマートオーディン,48,12,0.25,0.08333333333333333,1448.9583333333333,17600,1467,mile,88.5,78.5
Violence,48,8,0.16666666666666666,0.0625,1415.0,9800,1225,sprint,108.6,107.1
スターリングローズ,47,3,0.06382978723404255,0.0,1702.127659574468,3800,1267,sprint,0.0,122.0
ユアーズトゥルーリ,47,2,0.0425531914893617,0.0,1552.127659574468,2600,1300,sprint,0.0,25.0
Goldencents,47,13,0.2765957446808511,0.10638297872340426,1338.2978723404256,18500,1423,mile,39.0,45.9
Lemon Drop Kid,47,13,0.2765957446808511,0.2127659574468085,1679.5744680851064,19500,1500,mile,72.7,63.2
スタチューオブリバティStatue of Liberty(米),47,7,0.14893617021276595,0.0,1342.5531914893618,9200,1314,sprint,0.0,79.4
Shackleford,47,6,0.1276595744680851,0.0425531914893617,1277.659574468085,7100,1183,sprint,44.7,81.2
Teofilo,47,10,0.2127659574468085,0.0425531914893617,1827.659574468085,19400,1940,intermediate,85.0,80.7
City of Light(米),46,8,0.17391304347826086,0.06521739130434782,1461.9565217391305,9800,1225,sprint,105.5,50.9
ロードバリオス,46,2,0.043478260869565216,0.021739130434782608,1261.9565217391305,2400,1200,sprint,0.0,0.0
Raven's Pass,46,6,0.13043478260869565,0.043478260869565216,1428.2608695652175,9000,1500,mile,99.0,51.7
Super Saver,46,8,0.17391304347826086,0.06521739130434782,2168.913043478261,21860,2732,long,171.1,86.3
エイシンアポロン,46,3,0.06521739130434782,0.043478260869565216,1556.5217391304348,4200,1400,mile,115.0,70.0
Runhappy,44,14,0.3181818181818182,0.06818181818181818,1604.5454545454545,22200,1586,mile,65.2,104.8
グァンチャーレ,44,6,0.13636363636363635,0.045454545454545456,1481.8181818181818,8000,1333,sprint,182.3,51.5
アドマイヤオーラ,44,5,0.11363636363636363,0.0,1431.8181818181818,7100,1420,mile,0.0,25.0
サクラプレジデント,43,10,0.23255813953488372,0.11627906976744186,1950.2325581395348,20310,2031,intermediate,191.2,100.8
ゴールデンバローズ,43,11,0.2558139534883721,0.046511627906976744,1547.6744186046512,16900,1536,mile,167.6,134.7
Giant's Causeway(米),43,11,0.2558139534883721,0.11627906976744186,1848.8372093023256,20800,1891,intermediate,117.9,82.5
Air Force Blue(米),43,8,0.18604651162790697,0.06976744186046512,1562.7906976744187,11400,1425,mile,40.8,66.7
Mohaymen,42,12,0.2857142857142857,0.047619047619047616,1312.3809523809523,14750,1229,sprint,27.6,98.8
English Channel,42,4,0.09523809523809523,0.0,2069.0476190476193,8800,2200,intermediate,0.0,22.5
Catholic Boy,42,7,0.16666666666666666,0.047619047619047616,1920.0,12530,1790,mile,32.7,57.3
Bobby's Kitten(米),42,17,0.40476190476190477,0.09523809523809523,1502.3809523809523,25400,1494,mile,70.3,78.1
バーディバーディ,42,8,0.19047619047619047,0.07142857142857142,1828.5714285714287,13700,1712,mile,205.2,73.7
サンカルロ,42,0,0.0,0.0,1489.2857142857142,0,1489,mile,0.0,0.0
サウンドボルケーノ,41,6,0.14634146341463414,0.024390243902439025,1468.780487804878,10650,1775,mile,14.5,73.6
Too Darn Hot(英),41,14,0.34146341463414637,0.21951219512195122,1287.8048780487804,17600,1257,sprint,143.9,98.3
キモンノカシワ,40,5,0.125,0.025,1835.0,9100,1820,intermediate,28.4,62.1
Galileo(愛),40,9,0.225,0.025,2233.25,22300,2478,long,12.7,49.7
ハタノヴァンクール,39,2,0.05128205128205128,0.0,1700.2564102564102,3500,1750,mile,0.0,51.7
アレスバローズ,39,6,0.15384615384615385,0.07692307692307693,1400.0,7400,1233,sprint,102.0,102.0
Kantharos,39,22,0.5641025641025641,0.15384615384615385,1461.5384615384614,32200,1464,mile,64.3,126.4
セレスハント,39,9,0.23076923076923078,0.02564102564102564,1362.820512820513,13750,1528,mile,35.0,71.5
ワイルドワンダー,39,14,0.358974358974359,0.1282051282051282,1434.6153846153845,19350,1382,sprint,71.2,120.4
Stormy Atlantic,38,16,0.42105263157894735,0.15789473684210525,3052.8947368421054,50310,3144,extended,58.1,65.5
マスタリー,38,15,0.39473684210526316,0.18421052631578946,1513.157894736842,24000,1600,mile,130.0,105.2
ヴィットリオドーロ,38,4,0.10526315789473684,0.05263157894736842,1414.4736842105262,4600,1150,sprint,58.3,68.3
ミッキースワロー,38,8,0.21052631578947367,0.05263157894736842,1878.9473684210527,14700,1838,intermediate,45.6,85.6
New Bay(英),38,7,0.18421052631578946,0.0,1823.6842105263158,13400,1914,intermediate,0.0,56.1
ノーザンリバー,37,4,0.10810810810810811,0.05405405405405406,1297.2972972972973,4700,1175,sprint,217.9,145.0
Mastercraftsman,37,7,0.1891891891891892,0.02702702702702703,1602.7027027027027,9600,1371,sprint,8.6,39.1
セイウンコウセイ,36,1,0.027777777777777776,0.0,1320.8333333333333,1200,1200,sprint,0.0,0.0
チェリークラウン,36,1,0.027777777777777776,0.027777777777777776,1558.3333333333333,1700,1700,mile,0.0,0.0
Omaha Beach(米),36,7,0.19444444444444445,0.05555555555555555,1666.6666666666667,12500,1786,mile,71.9,57.5
I Am Invincible,36,12,0.3333333333333333,0.16666666666666666,1637.2222222222222,18900,1575,mile,80.7,76.2
Twirling Candy,36,17,0.4722222222222222,0.2222222222222222,1391.6666666666667,23200,1365,sprint,78.0,113.5
Night of Thunder(愛),35,12,0.34285714285714286,0.22857142857142856,1424.2857142857142,16800,1400,mile,150.0,78.3
Oscar Performance(米),35,6,0.17142857142857143,0.11428571428571428,1754.2857142857142,11400,1900,intermediate,200.9,61.8
ヨシダYoshida(安平町),35,10,0.2857142857142857,0.11428571428571428,1828.5714285714287,20900,2090,intermediate,60.0,153.8
Haynesfield,35,7,0.2,0.0,1915.7142857142858,15060,2151,intermediate,0.0,60.0
Street Boss,35,11,0.3142857142857143,0.05714285714285714,1602.857142857143,17200,1564,mile,47.3,135.0
シゲルカガ,35,6,0.17142857142857143,0.08571428571428572,1250.0,6500,1083,sprint,125.6,62.5
ハットトリック,35,13,0.37142857142857144,0.2,1691.4285714285713,21600,1662,mile,80.4,66.8
カンパニー,35,3,0.08571428571428572,0.0,2069.714285714286,5200,1733,mile,0.0,52.9
テイエムオペラオー,35,7,0.2,0.02857142857142857,2075.1428571428573,15380,2197,intermediate,21.9,121.2
スニッツェルSnitzel(豪),34,14,0.4117647058823529,0.11764705882352941,1385.2941176470588,19400,1386,sprint,49.6,102.1
マーベラスサンデー,34,13,0.38235294117647056,0.08823529411764706,3054.1176470588234,40410,3108,extended,45.8,110.0
Wootton Bassett(英),34,3,0.08823529411764706,0.029411764705882353,1869.4117647058824,5400,1800,intermediate,28.3,20.8
Blame,33,4,0.12121212121212122,0.030303030303030304,1623.939393939394,6200,1550,mile,322.2,133.3
サクラオールイン,33,2,0.06060606060606061,0.030303030303030304,1812.121212121212,3600,1800,intermediate,71.4,40.7
ヤマニンセラフィム,33,10,0.30303030303030304,0.06060606060606061,1998.7878787878788,22980,2298,intermediate,60.0,109.4
Munnings,33,10,0.30303030303030304,0.12121212121212122,2051.212121212121,19100,1910,intermediate,92.9,87.1
Temple City,33,12,0.36363636363636365,0.09090909090909091,1721.2121212121212,20300,1692,mile,144.0,139.6
Candy Ride,32,11,0.34375,0.15625,1465.625,15400,1400,mile,128.9,125.0
Overanalyze,32,7,0.21875,0.09375,1189.0625,8350,1193,sprint,143.6,135.9
マスクゾロ,32,2,0.0625,0.03125,1503.125,2700,1350,sprint,0.0,0.0
オレハマッテルゼ,31,0,0.0,0.0,1287.0967741935483,0,1287,sprint,0.0,0.0
Authentic(米),31,7,0.22580645161290322,0.0967741935483871,1658.0645161290322,11600,1657,mile,15.7,111.4
Lope de Vega,31,10,0.3225806451612903,0.1935483870967742,1845.1612903225807,20600,2060,intermediate,102.5,80.5
ミキノバンジョー,30,2,0.06666666666666667,0.03333333333333333,1245.0,2350,1175,sprint,112.5,40.0
メジロダイボサツ,30,6,0.2,0.03333333333333333,2174.0,15510,2585,long,33.6,71.4
ウォータービルド,30,9,0.3,0.1,1493.3333333333333,13600,1511,mile,163.0,62.0
オールステイ,30,8,0.26666666666666666,0.1,1966.6666666666667,16600,2075,intermediate,95.3,149.4
グロリアスノア,29,6,0.20689655172413793,0.0,1724.1379310344828,10500,1750,mile,0.0,53.6
ブラックタキシード,29,3,0.10344827586206896,0.034482758620689655,1520.6896551724137,5400,1800,intermediate,95.0,91.0
Good Magic,29,13,0.4482758620689655,0.13793103448275862,1920.6896551724137,25900,1992,intermediate,71.2,192.5
Blue Point,29,8,0.27586206896551724,0.10344827586206896,1334.4827586206898,10200,1275,sprint,35.4,112.3
サトノジェネシス,29,2,0.06896551724137931,0.0,1737.9310344827586,3800,1900,intermediate,0.0,0.0
スパイキュール,29,3,0.10344827586206896,0.034482758620689655,2123.103448275862,8690,2897,extended,59.0,51.0
Mor Spirit(米),28,9,0.32142857142857145,0.14285714285714285,1742.857142857143,15400,1711,mile,28.9,74.7
フィガロ,28,8,0.2857142857142857,0.07142857142857142,1248.2142857142858,9550,1194,sprint,38.3,120.8
Central Banker,28,6,0.21428571428571427,0.07142857142857142,1233.9285714285713,7200,1200,sprint,66.7,56.2
Mitole,28,7,0.25,0.07142857142857142,1323.2142857142858,8150,1164,sprint,15.6,23.1
Bolt d'Oro,27,6,0.2222222222222222,0.1111111111111111,1437.037037037037,8800,1467,mile,17.3,26.4
ストーミーシー,27,0,0.0,0.0,1672.2222222222222,0,1672,mile,0.0,0.0
Klimt,27,2,0.07407407407407407,0.0,1170.3703703703704,2400,1200,sprint,0.0,61.7
Mineshaft(米),27,5,0.18518518518518517,0.1111111111111111,1362.962962962963,6550,1310,sprint,47.6,34.7
クラウンレガーロ,27,1,0.037037037037037035,0.0,1405.5555555555557,1150,1150,sprint,0.0,125.0
シャープアステカSharp Azteca(米),26,3,0.11538461538461539,0.038461538461538464,1657.6923076923076,5000,1667,mile,80.9,59.1
スピリッツミノル,26,3,0.11538461538461539,0.07692307692307693,1696.1538461538462,4800,1600,mile,55.0,53.3
Race Day,26,7,0.2692307692307692,0.11538461538461539,1611.5384615384614,10800,1543,mile,16.3,47.4
Fed Biz,26,9,0.34615384615384615,0.07692307692307693,1186.5384615384614,10500,1167,sprint,45.0,93.8
Unified,25,10,0.4,0.16,1276.0,13000,1300,sprint,70.0,106.3
サンライズペガサス,25,5,0.2,0.08,1292.0,6000,1200,sprint,109.1,109.1
Harry Angel(愛),25,9,0.36,0.08,1296.0,11000,1222,sprint,0.0,48.3
Dialed In,25,7,0.28,0.08,1294.0,9500,1357,sprint,62.9,125.0
ラブイズブーシェ,25,2,0.08,0.0,1428.0,3700,1850,intermediate,0.0,44.0
Optimizer,25,8,0.32,0.16,1628.0,12800,1600,mile,82.5,74.4
Tiz the Law(米),25,14,0.56,0.28,1492.0,19700,1407,mile,206.7,136.7
Zoffany,25,4,0.16,0.04,1732.0,7000,1750,mile,70.0,73.1
アメリカンボス,25,7,0.28,0.04,2600.0,20670,2953,extended,21.8,133.6
Havana Gold,24,6,0.25,0.20833333333333334,1583.3333333333333,9600,1600,mile,177.0,99.0
Fort Larned,24,6,0.25,0.08333333333333333,1685.4166666666667,9800,1633,mile,192.3,133.8
ティンバーカントリーTimber Country(米),24,2,0.08333333333333333,0.08333333333333333,2772.9166666666665,4700,2350,intermediate,595.7,131.4
ダンスインザダーク,24,5,0.20833333333333334,0.125,1934.5833333333333,10940,2188,intermediate,551.0,168.0
タニノフランケル,24,4,0.16666666666666666,0.041666666666666664,1429.1666666666667,5200,1300,sprint,0.0,0.0
Dandy Man,24,8,0.3333333333333333,0.08333333333333333,1291.6666666666667,9550,1194,sprint,32.3,113.1
Dansili,24,7,0.2916666666666667,0.08333333333333333,1543.75,12340,1763,mile,23.8,71.9
ソングオブウインド,24,1,0.041666666666666664,0.041666666666666664,1562.5,1400,1400,mile,0.0,0.0
Havana Grey,24,5,0.20833333333333334,0.125,1275.0,6400,1280,sprint,126.9,63.1
ウォーターリーグ,24,5,0.20833333333333334,0.0,1608.3333333333333,8800,1760,mile,0.0,47.0
Postponed(愛),24,0,0.0,0.0,1633.3333333333333,0,1633,mile,0.0,0.0
ダイシンオレンジ,23,6,0.2608695652173913,0.08695652173913043,1439.1304347826087,8400,1400,mile,116.2,90.6
Magician(愛),23,3,0.13043478260869565,0.0,1234.7826086956522,3600,1200,sprint,0.0,74.1
Almanzor(仏),23,3,0.13043478260869565,0.043478260869565216,1673.9130434782608,4600,1533,mile,15.8,9.2
Showcasing,23,10,0.43478260869565216,0.08695652173913043,1447.8260869565217,14600,1460,mile,31.0,89.5
St Patrick's Day(米),23,2,0.08695652173913043,0.08695652173913043,1404.3478260869565,2800,1400,mile,267.5,92.5
Free Eagle(愛),22,8,0.36363636363636365,0.09090909090909091,1713.6363636363637,13500,1688,mile,42.9,117.1
Tapizar,22,3,0.13636363636363635,0.045454545454545456,1646.8181818181818,4900,1633,mile,67.0,113.0
McKinzie(米),22,3,0.13636363636363635,0.045454545454545456,1613.6363636363637,3900,1300,sprint,0.0,40.0
マルターズアポジー,22,2,0.09090909090909091,0.0,1515.909090909091,2400,1200,sprint,0.0,0.0
Street Cry(愛),22,5,0.22727272727272727,0.13636363636363635,1468.1818181818182,6900,1380,sprint,71.0,62.0
ハイアーゲーム,22,3,0.13636363636363635,0.045454545454545456,1606.8181818181818,4500,1500,mile,82.2,86.7
Vekomaヴェコマ(米),22,6,0.2727272727272727,0.13636363636363635,1536.3636363636363,9500,1583,mile,81.1,92.2
シルバーチャームSilver Charm(米),21,4,0.19047619047619047,0.0,1766.6666666666667,6900,1725,mile,0.0,57.1
エーシンシャラク,21,3,0.14285714285714285,0.0,1204.7619047619048,3600,1200,sprint,0.0,98.3
Lonhro(豪),21,10,0.47619047619047616,0.0,1409.5238095238096,14600,1460,mile,0.0,207.5
Emcee,21,10,0.47619047619047616,0.19047619047619047,1585.7142857142858,16400,1640,mile,107.5,106.2
ファーガソン,21,6,0.2857142857142857,0.047619047619047616,2848.095238095238,17310,2885,extended,23.9,43.3
Australia(英),21,0,0.0,0.0,2042.857142857143,0,2043,intermediate,0.0,0.0
Study of Man(愛),20,4,0.2,0.05,2154.0,8400,2100,intermediate,0.0,61.7
War Command(米),20,3,0.15,0.1,1260.0,3600,1200,sprint,193.8,72.3
Sottsass(仏),20,3,0.15,0.1,1930.0,5800,1933,intermediate,170.0,63.3
