race_id,race_name,date,racecourse,distance,surface,weather,track_condition,grade,num_runners
202603220001,第22回京都記念,2026-03-22,京都,1900,ダート,晴,良,G1,12
202603230002,第25回函館特別,2026-03-23,函館,1200,芝,晴,良,OP,10
202603220003,第13回中京特別,2026-03-22,中京,2000,芝,晴,良,3勝,14
202603230004,第4回阪神特別,2026-03-23,阪神,1800,芝,晴,良,G3,18
202603220005,第4回札幌記念,2026-03-22,札幌,1500,芝,晴,良,G1,12
