sire,Galileo(愛),Storm Cat(米),アグネスタキオン,アグネスデジタル,アドマイヤムーン,エンパイアメーカーEmpire Maker(米),キングカメハメハ,キングヘイロー,クロフネ,サクラバクシンオー,サンデーサイレンスSunday Silence(米),シンボリクリスエス,ジャングルポケット,ステイゴールド,スペシャルウィーク,ゼンノロブロイ,タイキシャトル,タニノギムレット,ダイワメジャー,ダンスインザダーク,ディープインパクト,ネオユニヴァース,ハーツクライ,ハービンジャーHarbinger(英),ファルブラヴFalbrav(愛),フジキセキ,フレンチデピュティFrench Deputy(米),ブライアンズタイムBrian's Time(米),マンハッタンカフェ,ロージズインメイRoses in May(米)
ディープブリランテ,,,,,0.08695652173913043,,0.09090909090909091,,0.17647058823529413,0.21428571428571427,,0.09090909090909091,0.11764705882352941,,,,,0.0,,0.0,,,0.18181818181818182,,,,0.08823529411764706,0.25,,
ドゥラメンテ,0.17777777777777778,0.16326530612244897,0.16129032258064516,,0.15,,,0.19718309859154928,0.16326530612244897,0.17391304347826086,,0.18072289156626506,0.043478260869565216,,0.2,0.2222222222222222,0.23529411764705882,0.13333333333333333,0.11764705882352941,0.0,0.18055555555555555,0.14,0.1,0.2702702702702703,0.35714285714285715,0.0,0.06818181818181818,,0.0,
ドレフォンDrefong(米),,,0.09090909090909091,,0.08333333333333333,,0.19753086419753085,0.25925925925925924,0.20689655172413793,0.037037037037037035,0.047619047619047616,0.14634146341463414,,0.11538461538461539,0.3125,0.13333333333333333,,,0.125,,0.16417910447761194,0.0,0.24561403508771928,,,0.027777777777777776,,,0.058823529411764705,
ハーツクライ,0.10810810810810811,0.12903225806451613,,0.21621621621621623,,,0.2193877551020408,,0.13636363636363635,0.1724137931034483,,0.17073170731707318,,,,,0.05263157894736842,0.23076923076923078,,,,,,,,,0.18811881188118812,0.15454545454545454,,0.20512820512820512
ハービンジャーHarbinger(英),,0.3333333333333333,0.16605166051660517,,0.1568627450980392,0.25,0.18099547511312217,,0.12987012987012986,0.0967741935483871,0.14092140921409213,0.16216216216216217,0.12,0.047058823529411764,0.1282051282051282,0.11206896551724138,0.0,0.25806451612903225,0.23076923076923078,0.10344827586206896,0.13212435233160622,0.1375,0.21100917431192662,,0.041666666666666664,0.13636363636363635,0.06521739130434782,0.2,0.0970873786407767,0.08333333333333333
ビッグアーサー,,,0.07547169811320754,,,0.07407407407407407,,0.0,0.041666666666666664,,0.0,0.2,,0.21153846153846154,0.21428571428571427,0.10526315789473684,0.13333333333333333,,,0.2926829268292683,0.21153846153846154,0.05555555555555555,0.24489795918367346,0.045454545454545456,,0.1282051282051282,,,0.12195121951219512,
ブラックタイド,,,,,,,0.12719298245614036,0.2,0.03571428571428571,0.0784313725490196,,0.16279069767441862,0.14814814814814814,,,,0.0,0.16129032258064516,,,,,,,,,0.18055555555555555,0.17142857142857143,,
ブリックスアンドモルタルBricks and Mortar(米),,,0.11764705882352941,,,0.2,0.2013888888888889,,,,,0.2727272727272727,,0.16666666666666666,0.05555555555555555,0.19230769230769232,,,0.06756756756756757,0.2,0.27439024390243905,0.0,0.09090909090909091,0.03225806451612903,,0.0,,,0.1320754716981132,
ミッキーアイル,,0.38636363636363635,,0.3333333333333333,0.05263157894736842,,0.1875,,0.0392156862745098,0.2,,0.045454545454545456,0.22972972972972974,,,0.038461538461538464,,0.29411764705882354,0.14285714285714285,,,,,0.2558139534883721,,,,0.0,0.14285714285714285,0.45454545454545453
モーリス,0.25,,0.15079365079365079,0.15555555555555556,0.3,,0.22611464968152867,0.3125,0.1320754716981132,0.05405405405405406,0.03125,0.15151515151515152,0.0,0.15942028985507245,0.20261437908496732,0.19230769230769232,0.14285714285714285,0.14285714285714285,0.2158273381294964,0.1347517730496454,0.22292191435768263,0.07692307692307693,0.22302158273381295,0.0,0.17647058823529413,0.15178571428571427,0.05263157894736842,,0.2230769230769231,0.22727272727272727
リアルスティール,0.5714285714285714,,0.08,,0.46153846153846156,0.23333333333333334,0.23157894736842105,,0.109375,0.1,,0.08823529411764706,0.25,,,,0.14285714285714285,0.2,0.0967741935483871,,,0.2857142857142857,,0.21951219512195122,0.09090909090909091,,,0.18181818181818182,,
リオンディーズ,,0.2857142857142857,0.10526315789473684,0.08333333333333333,0.1,,,,0.09090909090909091,0.16216216216216217,,0.10989010989010989,0.30952380952380953,0.19101123595505617,,0.07058823529411765,0.06666666666666667,0.12121212121212122,0.22413793103448276,0.02702702702702703,0.19148936170212766,0.125,0.1651376146788991,0.16326530612244897,0.09090909090909091,0.19298245614035087,0.05555555555555555,0.11363636363636363,0.3217391304347826,
ルーラーシップ,,,0.1708542713567839,0.21428571428571427,0.0,0.23529411764705882,,,0.10843373493975904,0.18518518518518517,0.15827338129496402,0.1076923076923077,0.07407407407407407,0.22,0.13043478260869565,0.18143459915611815,0.07407407407407407,0.0,0.18478260869565216,0.112,0.17688022284122562,0.11320754716981132,0.14457831325301204,0.21212121212121213,0.21428571428571427,0.18771331058020477,0.037037037037037035,0.03333333333333333,0.2033898305084746,
ロードカナロア,0.22727272727272727,,0.21074380165289255,0.13333333333333333,0.15217391304347827,,,0.21428571428571427,0.1827956989247312,0.3660130718954248,0.20116618075801748,0.19111111111111112,0.21176470588235294,0.04225352112676056,0.15527950310559005,0.18518518518518517,0.3333333333333333,0.07142857142857142,0.19771863117870722,0.1111111111111111,0.21672167216721672,0.1774193548387097,0.1955128205128205,0.39285714285714285,0.19444444444444445,0.1631578947368421,0.1875,0.09375,0.2785388127853881,
ヴィクトワールピサ,,0.16,0.0,,0.08333333333333333,,0.06976744186046512,0.15,0.043478260869565216,0.1724137931034483,,0.10810810810810811,0.03571428571428571,,,0.02702702702702703,0.13793103448275862,0.08333333333333333,,,0.19047619047619047,,,,0.05405405405405406,,0.08196721311475409,0.18478260869565216,0.15384615384615385,0.0
