sire,sprint,mile,intermediate,long,extended
アドマイヤムーン,0.1970649895178197,0.14168937329700274,0.125,0.15,0.0
アメリカンペイトリオット,0.2862595419847328,0.18146718146718147,0.167420814479638,0.0,0.0
イスラボニータ,0.2047244094488189,0.28440366972477066,0.24250681198910082,0.0,0.0
エイシンヒカリ,0.2146341463414634,0.20704845814977973,0.18141592920353983,0.0,0.0
エイシンフラッシュ,0.16231884057971013,0.13137254901960785,0.14560439560439561,0.20454545454545456,0.0
エピファネイア,0.14171656686626746,0.27909738717339666,0.29077743902439024,0.2842809364548495,0.3076923076923077
オルフェーヴル,0.2062146892655367,0.1719939117199391,0.23575498575498577,0.27450980392156865,0.3076923076923077
カレンブラックヒル,0.14935064935064934,0.15384615384615385,0.1320754716981132,0.0,0.0
キズナ,0.22364217252396165,0.2823179791976226,0.30844293593551125,0.32653061224489793,0.2826086956521739
キタサンブラック,0.3333333333333333,0.28775510204081634,0.32142857142857145,0.31092436974789917,0.0
キングカメハメハ,0.1951219512195122,0.2556390977443609,0.28637627432808155,0.2679245283018868,0.1282051282051282
キンシャサノキセキ,0.1746905089408528,0.138671875,0.19806763285024154,0.0,0.0
ゴールドシップ,0.22641509433962265,0.18597560975609756,0.22367312552653748,0.23979591836734693,0.24
サトノアラジン,0.21505376344086022,0.16731517509727625,0.18181818181818182,0.13636363636363635,0.0
サトノクラウン,0.11538461538461539,0.16040955631399317,0.13861386138613863,0.35443037974683544,0.0
サトノダイヤモンド,0.26506024096385544,0.210727969348659,0.25035161744022505,0.17647058823529413,0.0
シルバーステート,0.2033898305084746,0.23994452149791956,0.28177458033573144,0.30952380952380953,0.0
ジャスタウェイ,0.19480519480519481,0.17102966841186737,0.22130394857667585,0.3076923076923077,0.0
ジャングルポケット,0.13953488372093023,0.12244897959183673,0.18404907975460122,0.1527777777777778,0.0
スクリーンヒーロー,0.22391857506361323,0.2529313232830821,0.25448430493273544,0.2608695652173913,0.0
スワーヴリチャード,0.2631578947368421,0.20863309352517986,0.3188854489164087,0.23529411764705882,0.0
ダイワメジャー,0.2506619593998235,0.23925385239253852,0.22832369942196531,0.12962962962962962,0.0
ダノンバラード,0.17266187050359713,0.16387959866220736,0.1984,0.2916666666666667,0.0
ディスクリートキャットDiscreet Cat(米),0.20496894409937888,0.18875502008032127,0.09900990099009901,0.0,0.0
ディープインパクト,0.21271393643031786,0.2899728997289973,0.33310696095076403,0.27958579881656803,0.23529411764705882
ディープブリランテ,0.18072289156626506,0.15721649484536082,0.17027027027027028,0.24675324675324675,0.0
デクラレーションオブウォー,0.21705426356589147,0.20476190476190476,0.2523076923076923,0.0,0.0
トーセンラー,0.2217391304347826,0.15,0.16887417218543047,0.34545454545454546,0.0
ドゥラメンテ,0.19915254237288135,0.23638344226579522,0.3115727002967359,0.34076433121019106,0.0
ドレフォンDrefong(米),0.22112211221122113,0.23122529644268774,0.19063545150501673,0.25806451612903225,0.0
ノヴェリストNovellist(愛),0.13836477987421383,0.1853146853146853,0.2136279926335175,0.2857142857142857,0.0
ハーツクライ,0.23728813559322035,0.2591792656587473,0.25908372827804105,0.21680672268907564,0.08
ハービンジャーHarbinger(英),0.15932203389830507,0.2134433962264151,0.23756432246998285,0.22417582417582418,0.09523809523809523
バゴBago(仏),0.2571428571428571,0.1630901287553648,0.174496644295302,0.22448979591836735,0.0
ビッグアーサー,0.2893815635939323,0.16991643454038996,0.02857142857142857,0.0,0.0
ブラックタイド,0.175,0.12408759124087591,0.21109770808202655,0.2605042016806723,0.0
ブリックスアンドモルタルBricks and Mortar(米),0.23469387755102042,0.24866310160427807,0.25259515570934254,0.18032786885245902,0.0
マクフィMakfi(英),0.22837370242214533,0.17664670658682635,0.21739130434782608,0.0,0.0
マツリダゴッホ,0.17194570135746606,0.12218649517684887,0.10989010989010989,0.0,0.0
ミッキーアイル,0.25379939209726443,0.2643884892086331,0.21393034825870647,0.0,0.0
モーリス,0.21609538002980627,0.28410596026490065,0.2835408022130014,0.14953271028037382,0.0
ラブリーデイ,0.18292682926829268,0.1865671641791045,0.2111111111111111,0.15,0.0
リアルインパクト,0.18076923076923077,0.21983914209115282,0.1828358208955224,0.0,0.0
リアルスティール,0.19745222929936307,0.2773333333333333,0.32503660322108346,0.23880597014925373,0.0
リオンディーズ,0.2445759368836292,0.24970414201183433,0.2112676056338028,0.20833333333333334,0.0
ルーラーシップ,0.2159090909090909,0.22476190476190477,0.23426258992805754,0.2706422018348624,0.21739130434782608
レイデオロ,0.06521739130434782,0.276,0.25878594249201275,0.3364485981308411,0.0
ロードカナロア,0.27793696275071633,0.2689443714410863,0.2747524752475248,0.2644628099173554,0.0
ワールドエース,0.1319796954314721,0.18112244897959184,0.14095744680851063,0.34615384615384615,0.0
ヴィクトワールピサ,0.1870967741935484,0.20938628158844766,0.17829457364341086,0.15476190476190477,0.0
